9.983467720277033886e-01 6.675206712936366804e-01
5.500571296883743216e-02 7.445231365510999177e-01
1.064119687864493319e-02 -3.891588789902024944e-03
3.914674714857001650e-03 -3.280164035851743359e-03
4.921728032537583085e-03 -1.100908332331098456e-03
-7.668240513805536090e-03 -1.838415934660147383e-03
-6.710323890415384462e-03 -1.731879133427067976e-04
8.669952434635365380e-05 -8.279196087097139348e-03
3.363646927476487622e-03 9.039766683290356881e-04
-3.187345281439074585e-03 -1.250827074033383519e-03
