9.977243795126188031e-02 1.137843987439986259e-03 -1.299398187520923141e-02 -3.421527811421628401e-03 3.074610438348432742e-02 2.163445704384942686e-03 3.345354968304196930e-02 3.092682721945762617e-02 9.161598499263977347e-03 5.419688087417813202e-03
1.137843987439984958e-03 9.335972544817031094e-02 6.733295112037795092e-03 -1.522783303353581180e-03 -5.559032681522621750e-04 4.631606410764510864e-03 -4.437251024052408198e-03 1.186903826394578726e-02 -3.442501215067781447e-03 3.875072057380716736e-03
-1.299398187520923315e-02 6.733295112037795092e-03 7.868849653333534477e-02 6.909516998691401374e-03 5.198921698687234555e-02 4.302402400111895314e-02 9.583943225865658791e-03 2.756256780500795835e-03 -2.813739092498772094e-03 -5.799169761372700632e-04
-3.421527811421627967e-03 -1.522783303353581613e-03 6.909516998691400506e-03 9.964847242727044307e-02 -2.104409332591801116e-02 1.992712739340503705e-02 -1.799951852484320269e-02 -1.678893551401962336e-02 9.733887394049686205e-04 -9.239720007719610636e-04
3.074610438348432742e-02 -5.559032681522646686e-04 5.198921698687233861e-02 -2.104409332591801116e-02 3.562577036665852237e+00 1.309335562105079287e+00 9.234856314311486181e-03 7.417974634164729332e-03 1.832674236918107810e-02 -3.940849620810195353e-02
2.163445704384946589e-03 4.631606410764509997e-03 4.302402400111895314e-02 1.992712739340504052e-02 1.309335562105079287e+00 2.742292352837559122e+00 1.031432890073804565e+00 -3.507808165021285285e-02 1.758422574213651043e-02 -9.224234472623240883e-04
3.345354968304196930e-02 -4.437251024052414269e-03 9.583943225865662260e-03 -1.799951852484320963e-02 9.234856314311477507e-03 1.031432890073804565e+00 2.063103187735907174e+00 7.307272218262149677e-01 4.873206552468402342e-03 -6.891190691311379832e-03
3.092682721945762617e-02 1.186903826394578379e-02 2.756256780500796703e-03 -1.678893551401963030e-02 7.417974634164728465e-03 -3.507808165021286673e-02 7.307272218262149677e-01 1.054269330144073091e+00 -4.098310307799692825e-03 -1.203263681218290533e-02
9.161598499263975612e-03 -3.442501215067779712e-03 -2.813739092498770793e-03 9.733887394049651511e-04 1.832674236918108157e-02 1.758422574213651737e-02 4.873206552468406678e-03 -4.098310307799694560e-03 1.145092294415682582e-01 6.880334226595769161e-03
5.419688087417814937e-03 3.875072057380717170e-03 -5.799169761372697379e-04 -9.239720007719610636e-04 -3.940849620810194659e-02 -9.224234472623173663e-04 -6.891190691311384169e-03 -1.203263681218290360e-02 6.880334226595771763e-03 9.177973081500298558e-02
