6.965818743167200011e-03 2.323448611269874221e-03 -2.801747614896614360e-03 -9.995925486253103287e-01 -1.909221889164229016e-03
-9.995236585426278131e-01 -8.970213093467377385e-03 6.077028634584521159e-03 -1.485748065382872483e-02 1.098142220917664585e-02
1.252993462756465774e-02 -2.797463298752523100e-02 6.902727731918469889e-01 -1.273388441852012394e-02 -9.991207313427740155e-01
1.190053908283801760e-02 7.442508445733945210e-01 7.231768313740970511e-01 -3.906119094641728913e-03 -3.630075805870236483e-02
7.965932198479519499e-03 6.666693187896627348e-01 -4.281488111925348507e-04 9.628077711442927650e-03 -3.451533612303546959e-03
-9.302628120667062565e-04 -1.442417816350196301e-03 2.012395941717698422e-02 -1.288477371119612150e-03 1.158682809887007399e-02
-4.831083851377378224e-03 -1.569944134431201094e-02 -7.006351558814865980e-03 1.614679812687856708e-02 -8.033288431492556720e-04
-8.707824158393452293e-03 -1.407517467740765187e-02 -1.345149058111793717e-03 3.165903540079099574e-04 9.239619030875726585e-03
1.442245566895187549e-02 -1.780050646954226684e-02 -6.110514682610377994e-03 5.788066638713310237e-04 -7.739913590465084771e-04
1.529107666578146014e-02 -3.276417050009309412e-03 7.715278124598850011e-04 -7.814603758449041246e-03 9.110421182717036437e-03
