8.415606520114042588e-02 3.401392757654427088e-03 -4.690277357359990199e-03 -8.207703906314863657e-03 2.312042462042998743e-03 2.537591676502738702e-02 3.161240488925167597e-02 7.982431307454658509e-02 2.498204741143619789e-02 4.152629377043097827e-03
3.401392757654427088e-03 8.204625891712674646e-02 3.360550351763776002e-03 -9.147404984872843691e-04 5.868265573147046213e-04 1.108211040249541812e-02 1.248299896523363166e-03 2.398463910108466005e-02 1.750586427676939158e-02 7.537953117453487055e-03
-4.690277357359989331e-03 3.360550351763774701e-03 6.088671776091920951e-02 1.028367189078763580e-02 3.732697497584406502e-03 3.274793303523308718e-02 2.243384548902601847e-02 -7.734249261481381151e-03 -4.820612277838026184e-03 2.771860130204807562e-03
-8.207703906314863657e-03 -9.147404984872838270e-04 1.028367189078763407e-02 7.251171496488532930e-02 -7.122607047762795059e-05 1.688808572349576043e-02 -1.708053879001289813e-02 -2.856361850121681700e-02 -7.528495149149405131e-03 -3.891177109980047642e-03
2.312042462042998743e-03 5.868265573147044044e-04 3.732697497584406936e-03 -7.122607047762811322e-05 7.408880074681112315e-02 2.483396262344262154e-02 1.300548798263213325e-02 -6.442050166812068879e-03 1.623383135642539679e-03 3.811858320648216312e-03
2.537591676502737661e-02 1.108211040249541465e-02 3.274793303523308025e-02 1.688808572349574308e-02 2.483396262344262154e-02 1.967818296160419367e+00 1.539497254206495747e+00 -2.640449902843517924e-02 1.816594587881867340e-02 1.442663327946606955e-02
3.161240488925167597e-02 1.248299896523355143e-03 2.243384548902600806e-02 -1.708053879001290853e-02 1.300548798263213152e-02 1.539497254206495525e+00 3.154524081314850736e+00 1.282976757661780765e+00 6.883611218542529976e-03 1.166630293375480040e-03
7.982431307454658509e-02 2.398463910108466005e-02 -7.734249261481388957e-03 -2.856361850121683088e-02 -6.442050166812069746e-03 -2.640449902843522781e-02 1.282976757661780987e+00 3.068841344853226349e+00 1.188207908437763916e+00 -1.936098128812229618e-02
2.498204741143620483e-02 1.750586427676939158e-02 -4.820612277838026184e-03 -7.528495149149406866e-03 1.623383135642540330e-03 1.816594587881872544e-02 6.883611218542628855e-03 1.188207908437763916e+00 1.356734121570132512e+00 -6.253952370309806379e-03
4.152629377043096093e-03 7.537953117453487055e-03 2.771860130204807128e-03 -3.891177109980047642e-03 3.811858320648217179e-03 1.442663327946606781e-02 1.166630293375478088e-03 -1.936098128812229618e-02 -6.253952370309803777e-03 7.839259851048785421e-02
