7.705381762840842752e-01 -4.332846317914058609e-01 -1.148959613172074595e-01 -4.122460709012735203e-01 2.164835457116469908e-01 -7.043915722965299331e-02 -1.587860832270761025e-01 1.036427799043838083e-01 -2.293838658769938033e-01 3.094454525187528837e-01 2.110647499885486000e-01 4.268680480531812649e-02 1.423859418927510001e-01 4.438242622301505902e-01 -3.638829127281278941e-01 -1.377012303177474750e-01 4.234706167063919668e-01 1.126064145377753643e-03 -4.875533040692403008e-01 -4.041026725204866499e-01 3.838132254683742500e-02 -4.027912057239282362e-01 2.954752879966223156e-01 2.126890006344149889e-02 2.822541747231849807e-01
-4.332846317920614476e-01 2.483885535953566315e+00 8.629695815532879843e-02 -1.683231550770234453e-01 5.067550841830504860e-01 -4.447977157986964317e-03 -3.133490553679095236e-01 -1.444811742911957242e-01 6.351535348833453609e-01 -3.168243563132381313e-01 -7.042851798369095251e-01 5.605333528911580210e-01 -8.824470323013750006e-02 2.824206747061589473e-01 -2.771134172454322586e-01 9.753010095826394887e-02 -9.735160717008350950e-01 3.908864525601946638e-01 2.794924706807407899e-01 2.188438146022296873e-02 -1.362446487617035296e-01 5.271776589648103917e-01 -6.662092464631899080e-01 -7.857811350454017019e-01 2.174437188008680397e-02
-1.148959613178189704e-01 8.629695815530882830e-02 2.453823536807655248e-01 9.060635883612683239e-02 -9.030671671311516491e-01 -3.401225937573076202e-02 7.629587796310728642e-02 -4.151046607091382068e-01 2.952266059881248905e-01 -6.402898702444886903e-02 -1.584723542297951371e-01 7.531739633897181763e-02 -1.778380919795186643e-01 -1.212810257345820764e-01 -1.578867227138851595e-02 2.218347719362061543e-01 3.969275427218047630e-02 2.525569548555473554e-01 1.649025624965074488e-01 1.374458876987657840e-01 -1.119250569961595526e-01 1.508654207064498709e-01 5.567844813615417665e-02 5.300637494982949130e-03 -6.856611409160570658e-02
-4.122460709015620672e-01 -1.683231550770770135e-01 9.060635883585275996e-02 6.030632086897886879e-01 -8.324589304873585283e-01 1.059245988146848977e-01 2.061881749015737342e-01 -1.861860906603395871e-01 8.049572526222033286e-02 -8.206794658905157414e-02 3.170342602775882285e-02 -1.697259478178868297e-01 -1.804675669908598068e-01 -2.115651739704104140e-01 1.094955400649247068e-01 2.163795335345134740e-01 -3.714842160761533396e-02 7.820129001234198823e-03 1.735685221780559340e-01 1.845454691971090688e-01 5.934547099784857199e-02 2.110568849571976269e-01 6.608657021970952561e-02 1.794889875897419385e-01 -2.607502175908333886e-01
2.164835457137675723e-01 5.067550841817823892e-01 -9.030671671321219840e-01 -8.324589304887329844e-01 6.829790421909414988e+00 2.383838064514831045e-01 -6.301133418373866535e-01 2.031854731622839250e+00 -9.749209999126302595e-01 -5.842267083710660502e-01 4.168999228951466018e-01 7.433435143246402976e-01 2.203620683082006870e+00 8.380220411663661384e-01 -7.190606405417253599e-01 -7.947100640796026516e-01 -3.269908254548631876e-01 -1.343151977833934474e+00 -1.615887716846968747e-01 -7.713036220467659465e-01 -2.047058867496759794e-03 -6.168811851678682734e-01 -7.575675634696887872e-01 -4.510366297011429021e-02 -5.001953125101054054e-01
-7.043915722979267324e-02 -4.447977157729317114e-03 -3.401225937587139952e-02 1.059245988145799677e-01 2.383838064520770739e-01 1.982533175752830557e-01 3.578368776279840062e-03 -2.897264347934190576e-02 -9.294352561153644554e-02 3.727804216748100558e-02 1.234702338904976153e-02 1.788082112757789430e-02 3.834125066306676849e-02 2.893233575706852592e-02 1.216463701559444312e-02 1.317588460252789306e-01 -7.832520304729104210e-02 -8.212765707888967925e-02 1.009931974250673492e-01 -1.168078851991162861e-02 2.145806340654425257e-02 5.748625081034624412e-02 -2.537380538047466494e-03 -4.365300124301917627e-03 -2.513891027562282186e-03
-1.587860832276633272e-01 -3.133490553685331359e-01 7.629587796316608661e-02 2.061881749019803534e-01 -6.301133418371965833e-01 3.578368776504023147e-03 4.461554658055896239e-01 -5.049861710646912361e-01 3.166321108929233685e-01 1.398365487640596816e-01 -1.119839997558905176e-01 -2.136281430082881960e-01 -5.520904005648997748e-01 -5.959531907564915576e-01 4.542469632537698976e-02 1.061599359500354639e-01 -2.151508145619735260e-02 -6.107478969065721630e-02 5.877280329505760875e-02 2.247029031992088255e-01 -3.909670518334961570e-02 2.112283427010477332e-01 5.535391897424812857e-02 2.315378080586681653e-01 -1.303456719231433636e-01
1.036427799063061039e-01 -1.444811742909265229e-01 -4.151046607095277285e-01 -1.861860906614199729e-01 2.031854731621419052e+00 -2.897264347985920377e-02 -5.049861710649531377e-01 1.428031780372161164e+00 -1.024170258581257098e+00 -1.725931990127627935e-01 4.207579883435018098e-01 -4.997237698659767746e-02 8.851279259962293589e-01 5.184410279466636906e-01 2.300331904839904296e-01 -5.314622117196625695e-01 1.245667905326877829e-02 -4.867949216594231743e-01 -2.079222107302844680e-01 -2.825295646290430507e-01 1.573805953264235946e-01 -3.879381125848685996e-01 -1.619283274476151779e-01 -9.016532861607262639e-02 2.270475456813105669e-02
-2.293838658783860784e-01 6.351535348825547711e-01 2.952266059883535965e-01 8.049572526305523446e-02 -9.749209999110928226e-01 -9.294352561121466128e-02 3.166321108932980688e-01 -1.024170258581155846e+00 1.178402429019172803e+00 -8.329145485077622812e-02 -3.980491114504779993e-01 2.776782891981157131e-01 -4.301248231645352083e-01 -3.244917591148749891e-01 -3.197044805358672526e-01 3.018358302934969761e-01 -2.109286968278634156e-01 4.231752698687341607e-01 1.651428201333149104e-01 2.402056076390706174e-01 -1.191308616990138652e-01 3.123623922102434225e-01 -7.073705143471344103e-02 3.693193102594215238e-02 -1.547971332056294891e-01
3.094454525186036697e-01 -3.168243563128207985e-01 -6.402898702396543629e-02 -8.206794658877727966e-02 -5.842267083730308119e-01 3.727804216752774596e-02 1.398365487644515626e-01 -1.725931990141872374e-01 -8.329145484964492474e-02 5.966265856529818778e-01 -1.626701182052455244e-02 -2.583551288396114254e-01 -5.954129047640415173e-01 -2.000227621514139298e-01 2.120946346641255642e-01 -6.042502743209232641e-02 -6.784597314653623146e-02 4.062576735365831110e-02 -2.763791274526280484e-01 -6.473453341493352886e-02 8.676434121616144468e-02 -1.776500069182927397e-02 1.727111621326928026e-01 5.660017938832718337e-02 3.894150407343838771e-01
