-5.128811011969491851e-02 -5.988090177710070350e-03
3.715342872115372490e-03 -3.750100342786302082e-03
2.758331765304448610e-02 -9.374450165578723793e-01
7.684914579393832268e-01 -3.467608682543973364e-01
6.359212999797202448e-01 -3.861055331481315009e-03
-1.136088730154045587e-02 -5.057334486988654398e-03
1.056492048027854805e-02 -1.203068551954527068e-02
-2.387999616211547958e-03 3.220905770203684720e-03
-3.460306820684842365e-03 2.494139329093779389e-03
-1.010580364051610978e-03 -2.622379612550752078e-03
-3.616492315933149664e-03 -9.771959638460638725e-03
-7.104780461395267255e-03 -2.526765365824459961e-03
-7.961456633481630435e-03 -9.151013890505056356e-03
1.584072800127794486e-03 7.136652575759350192e-03
-1.813319364019865335e-02 -2.494827858046321303e-03
-9.556848135307547884e-03 9.283848921334393687e-04
6.781581063484713214e-03 6.020433526245676757e-03
-3.152839148741191401e-03 1.201961588844312027e-02
4.054096847053533632e-04 1.079255120593947820e-02
4.550852741960317166e-03 1.348605512054070756e-04
1.712073842055715153e-02 8.853348644952723423e-04
1.584797890508345478e-02 4.834370578845096147e-03
2.882703739765052516e-03 3.607728249483346892e-03
-1.078773947741278223e-02 1.080222539171788246e-02
-8.069430112130834831e-03 -6.477277168671134819e-04
