8.323678001745259472e-03 9.995870618371592853e-01 4.863194851747832358e-03 -1.218231202893868114e-03 -2.720063011653083875e-03
-9.994674488093682196e-01 1.560948335572421609e-02 4.250314321997962844e-03 -8.037850124932183551e-03 -5.099264057418249679e-04
1.569642100407745919e-02 1.251964663103021999e-02 -7.593249595695538735e-03 9.995499683341469987e-01 6.444949477985176811e-01
1.207526013555627713e-02 4.621661658828079763e-03 6.894180409107270036e-01 2.154883366988215310e-02 7.635170055830864388e-01
7.941884651174681634e-03 -9.912794689577395998e-03 7.241084490292276632e-01 6.179753821510639532e-03 -5.269792706519203958e-03
-1.852195009989121349e-03 6.459126345562098831e-04 -1.169901769164160936e-02 -1.308371082830844627e-02 2.785346861558998452e-02
-5.386442582178792120e-03 -1.596461630199685205e-02 3.189134223870515161e-03 4.566424253380629329e-03 -1.022692522200865060e-02
-8.302738655937183521e-03 2.035768188378172302e-04 -6.632035427946551993e-03 -5.632339970571114025e-03 -2.552145598555099690e-02
1.377736195112891360e-02 -1.340321092261429620e-03 -3.520910646961043691e-03 4.794550673895747218e-03 -3.666575915400560517e-03
1.578215834280801214e-02 6.968568673470802201e-03 8.180913037568260729e-03 -9.191376516898514676e-03 -9.349906777354800164e-03
