9.154791790799487572e+00 2.607507661887049910e-02 1.781263769348118489e-02 -8.989201191942771188e-03 7.274650551087788464e-02 -3.647748803769174097e-02 -4.308926094187367356e-03 -6.593201669306784918e-02 -3.563746807859931309e-03 -1.549946707301776486e-02
2.607507661887049910e-02 9.757459974023031946e-02 5.888126139771593208e-03 2.780324337889861740e-04 3.655412953797522544e-03 -7.722821562187508291e-04 6.737759257327604061e-05 -7.867492393986366336e-03 2.246574839431064469e-03 -1.054844451450764886e-02
1.781263769348118836e-02 5.888126139771596677e-03 9.199500425836637518e-02 -6.603255164202368865e-04 5.875233082296343022e-03 -3.033231971548997017e-03 6.258729015157470967e-03 -6.135703130284358986e-03 5.449356330735431915e-03 1.641487705235323495e-04
-8.989201191942765984e-03 2.780324337889860655e-04 -6.603255164202368865e-04 8.706691695105145401e-02 1.146425039449971636e-02 -4.918302523185649582e-03 -5.778671774101534590e-03 1.621693121455910656e-03 2.439314906850451221e-03 -2.760498481984437289e-03
7.274650551087792627e-02 3.655412953797521677e-03 5.875233082296343022e-03 1.146425039449971983e-02 9.824445958403948964e-02 -6.781016455526574747e-03 5.126392116139486498e-03 -7.601283696785805614e-03 -1.027381120665277203e-03 -9.583112761113000500e-04
-3.647748803769174791e-02 -7.722821562187508291e-04 -3.033231971548997451e-03 -4.918302523185647847e-03 -6.781016455526574747e-03 9.309986927870080031e-02 -5.707242477325022781e-03 1.238838043860291619e-03 4.289388211334158388e-03 -1.661672771919665663e-03
-4.308926094187365621e-03 6.737759257327599995e-05 6.258729015157472701e-03 -5.778671774101535458e-03 5.126392116139487365e-03 -5.707242477325022781e-03 9.389562643579259238e-02 -2.369974792015507817e-03 -1.634261635724807349e-03 5.335008723481810509e-03
-6.593201669306787693e-02 -7.867492393986366336e-03 -6.135703130284359853e-03 1.621693121455910873e-03 -7.601283696785807349e-03 1.238838043860291619e-03 -2.369974792015508685e-03 9.554028746074604006e-02 -4.362364751082704905e-04 6.165447593862984077e-03
-3.563746807859930876e-03 2.246574839431064903e-03 5.449356330735431915e-03 2.439314906850451221e-03 -1.027381120665277203e-03 4.289388211334158388e-03 -1.634261635724808216e-03 -4.362364751082704905e-04 9.120612530283976616e-02 1.398470200918631523e-03
-1.549946707301776139e-02 -1.054844451450764886e-02 1.641487705235325934e-04 -2.760498481984437723e-03 -9.583112761113000500e-04 -1.661672771919665880e-03 5.335008723481810509e-03 6.165447593862984077e-03 1.398470200918631740e-03 9.658532018874801950e-02
