subject,scan,first_onset
782561,MOTOR,8.05
789373,MOTOR,8.036
792867,MOTOR,8.05
833249,MOTOR,8.037
837560,MOTOR,8.037
877269,MOTOR,8.05
100206,RELATIONAL,7.997
100610,RELATIONAL,7.997
101006,RELATIONAL,7.997
101309,RELATIONAL,7.997
101915,RELATIONAL,7.996
102311,RELATIONAL,8.01
102513,RELATIONAL,7.997
106016,RELATIONAL,7.997
107321,RELATIONAL,8.01
107422,RELATIONAL,8.01
108121,RELATIONAL,8.01
108222,RELATIONAL,8.01
109830,RELATIONAL,7.997
110007,RELATIONAL,7.997
110613,RELATIONAL,7.997
112112,RELATIONAL,8.01
112314,RELATIONAL,7.997
112920,RELATIONAL,8.01
113922,RELATIONAL,8.011
116524,RELATIONAL,7.997
118124,RELATIONAL,7.996
118528,RELATIONAL,8.01
119126,RELATIONAL,8.01
121416,RELATIONAL,7.997
122822,RELATIONAL,7.997
124826,RELATIONAL,7.997
127630,RELATIONAL,8.01
129129,RELATIONAL,7.997
129634,RELATIONAL,7.997
130316,RELATIONAL,8.01
130417,RELATIONAL,7.997
131217,RELATIONAL,7.997
131823,RELATIONAL,7.997
132017,RELATIONAL,7.997
133019,RELATIONAL,7.996
134021,RELATIONAL,7.997
134223,RELATIONAL,7.997
134324,RELATIONAL,7.997
134425,RELATIONAL,7.997
134627,RELATIONAL,
134728,RELATIONAL,8.01
135528,RELATIONAL,8.01
135730,RELATIONAL,7.996
136732,RELATIONAL,8.01
137229,RELATIONAL,8.01
137633,RELATIONAL,7.997
139233,RELATIONAL,7.996
139839,RELATIONAL,7.997
140117,RELATIONAL,8.01
141119,RELATIONAL,7.997
141826,RELATIONAL,8.01
144125,RELATIONAL,8.01
144731,RELATIONAL,8.01
146129,RELATIONAL,8.01
146432,RELATIONAL,8.01
146533,RELATIONAL,7.997
146937,RELATIONAL,7.997
147030,RELATIONAL,7.996
148133,RELATIONAL,7.996
149236,RELATIONAL,7.997
149842,RELATIONAL,7.996
150625,RELATIONAL,7.997
150928,RELATIONAL,7.997
152831,RELATIONAL,8.011
153227,RELATIONAL,8.01
154229,RELATIONAL,7.997
154532,RELATIONAL,8.01
154734,RELATIONAL,8.01
154835,RELATIONAL,8.01
154936,RELATIONAL,8.01
155635,RELATIONAL,8.01
155938,RELATIONAL,8.01
157942,RELATIONAL,8.01
159138,RELATIONAL,8.01
159340,RELATIONAL,7.997
159441,RELATIONAL,7.996
160830,RELATIONAL,7.997
162733,RELATIONAL,7.997
163331,RELATIONAL,8.011
163836,RELATIONAL,8.01
164030,RELATIONAL,7.996
164939,RELATIONAL,8.01
167238,RELATIONAL,8.01
168240,RELATIONAL,7.997
169949,RELATIONAL,7.997
170631,RELATIONAL,8.01
171633,RELATIONAL,7.997
172938,RELATIONAL,7.997
173435,RELATIONAL,7.996
173536,RELATIONAL,7.997
173738,RELATIONAL,8.011
173839,RELATIONAL,7.997
173940,RELATIONAL,8.01
175035,RELATIONAL,7.997
175237,RELATIONAL,8.01
175338,RELATIONAL,8.01
175742,RELATIONAL,8.011
176037,RELATIONAL,8.01
178950,RELATIONAL,8.01
179346,RELATIONAL,8.01
180129,RELATIONAL,8.01
181131,RELATIONAL,7.996
181232,RELATIONAL,8.01
181636,RELATIONAL,8.011
182436,RELATIONAL,7.997
183034,RELATIONAL,7.996
185442,RELATIONAL,8.01
186141,RELATIONAL,7.997
186444,RELATIONAL,7.997
187345,RELATIONAL,7.996
188448,RELATIONAL,8.009
188549,RELATIONAL,8.01
188751,RELATIONAL,8.01
189450,RELATIONAL,7.997
191033,RELATIONAL,8.01
192035,RELATIONAL,7.997
192136,RELATIONAL,7.997
192843,RELATIONAL,7.996
194645,RELATIONAL,7.997
194746,RELATIONAL,8.01
195445,RELATIONAL,8.01
195849,RELATIONAL,7.997
195950,RELATIONAL,8.01
197348,RELATIONAL,7.997
198249,RELATIONAL,7.997
198855,RELATIONAL,8.01
199453,RELATIONAL,7.997
199958,RELATIONAL,8.01
200008,RELATIONAL,7.996
200311,RELATIONAL,8.01
201515,RELATIONAL,8.01
202719,RELATIONAL,8.01
203418,RELATIONAL,7.997
203923,RELATIONAL,8.01
204319,RELATIONAL,7.996
204521,RELATIONAL,8.01
204622,RELATIONAL,8.01
206222,RELATIONAL,7.996
207123,RELATIONAL,7.996
208125,RELATIONAL,8.01
208327,RELATIONAL,8.01
209228,RELATIONAL,7.996
210415,RELATIONAL,7.996
211215,RELATIONAL,7.996
211316,RELATIONAL,7.997
211922,RELATIONAL,8.01
212015,RELATIONAL,8.01
212419,RELATIONAL,7.996
213421,RELATIONAL,8.009
214524,RELATIONAL,7.997
220721,RELATIONAL,8.01
227432,RELATIONAL,8.01
228434,RELATIONAL,7.997
233326,RELATIONAL,8.01
248339,RELATIONAL,8.01
250932,RELATIONAL,7.996
257542,RELATIONAL,8.011
257845,RELATIONAL,7.997
268850,RELATIONAL,7.997
285446,RELATIONAL,7.997
295146,RELATIONAL,7.997
297655,RELATIONAL,8.01
299154,RELATIONAL,8.01
300618,RELATIONAL,8.01
303119,RELATIONAL,8.01
304727,RELATIONAL,8.01
308331,RELATIONAL,7.997
309636,RELATIONAL,7.997
310621,RELATIONAL,7.997
316633,RELATIONAL,8.01
316835,RELATIONAL,8.01
318637,RELATIONAL,8.01
336841,RELATIONAL,7.997
352132,RELATIONAL,8.01
361941,RELATIONAL,8.01
377451,RELATIONAL,8.01
380036,RELATIONAL,8.011
381038,RELATIONAL,7.996
386250,RELATIONAL,8.01
387959,RELATIONAL,8.01
393247,RELATIONAL,7.996
393550,RELATIONAL,8.01
395251,RELATIONAL,8.01
395756,RELATIONAL,8.01
397154,RELATIONAL,8.01
412528,RELATIONAL,7.996
432332,RELATIONAL,7.997
433839,RELATIONAL,7.997
436845,RELATIONAL,7.997
449753,RELATIONAL,7.997
459453,RELATIONAL,7.997
465852,RELATIONAL,7.997
479762,RELATIONAL,8.01
495255,RELATIONAL,8.011
510326,RELATIONAL,7.997
517239,RELATIONAL,7.996
520228,RELATIONAL,8.01
524135,RELATIONAL,7.997
525541,RELATIONAL,8.01
529549,RELATIONAL,7.997
529953,RELATIONAL,7.996
553344,RELATIONAL,7.996
555348,RELATIONAL,7.997
555651,RELATIONAL,7.997
561444,RELATIONAL,8.01
562345,RELATIONAL,7.997
567052,RELATIONAL,7.997
567961,RELATIONAL,8.01
568963,RELATIONAL,7.997
571144,RELATIONAL,8.011
573249,RELATIONAL,7.997
576255,RELATIONAL,8.01
580044,RELATIONAL,7.997
580751,RELATIONAL,8.01
585256,RELATIONAL,7.997
587664,RELATIONAL,7.997
597869,RELATIONAL,7.997
599065,RELATIONAL,8.01
599671,RELATIONAL,7.997
604537,RELATIONAL,7.997
611938,RELATIONAL,7.996
616645,RELATIONAL,8.01
618952,RELATIONAL,7.997
622236,RELATIONAL,8.01
633847,RELATIONAL,7.997
645450,RELATIONAL,7.996
654350,RELATIONAL,8.01
656253,RELATIONAL,7.997
656657,RELATIONAL,7.997
657659,RELATIONAL,7.996
660951,RELATIONAL,7.997
663755,RELATIONAL,7.997
664757,RELATIONAL,8.01
667056,RELATIONAL,7.997
671855,RELATIONAL,8.01
679568,RELATIONAL,8.01
679770,RELATIONAL,7.996
690152,RELATIONAL,8.01
695768,RELATIONAL,7.997
715950,RELATIONAL,8.01
724446,RELATIONAL,7.997
725751,RELATIONAL,7.997
731140,RELATIONAL,8.01
735148,RELATIONAL,7.996
744553,RELATIONAL,8.01
749058,RELATIONAL,8.011
753150,RELATIONAL,7.997
769064,RELATIONAL,7.997
770352,RELATIONAL,8.01
782561,RELATIONAL,7.997
789373,RELATIONAL,8.01
792867,RELATIONAL,7.997
833249,RELATIONAL,7.997
837560,RELATIONAL,7.997
877269,RELATIONAL,7.997
100206,SOCIAL,8.197
100610,SOCIAL,8.21
101006,SOCIAL,8.209
101309,SOCIAL,8.237
101915,SOCIAL,8.223
102311,SOCIAL,8.223
102513,SOCIAL,8.21
106016,SOCIAL,8.21
107321,SOCIAL,8.209
107422,SOCIAL,8.197
108121,SOCIAL,8.237
108222,SOCIAL,8.223
109830,SOCIAL,8.197
110007,SOCIAL,8.263
110613,SOCIAL,8.21
112112,SOCIAL,8.237
112314,SOCIAL,8.224
112920,SOCIAL,8.249
113922,SOCIAL,8.223
116524,SOCIAL,8.21
118124,SOCIAL,8.223
118528,SOCIAL,8.21
119126,SOCIAL,8.21
121416,SOCIAL,8.223
122822,SOCIAL,8.21
124826,SOCIAL,8.223
127630,SOCIAL,8.21
129129,SOCIAL,8.263
129634,SOCIAL,8.237
130316,SOCIAL,8.21
130417,SOCIAL,8.236
131217,SOCIAL,8.223
131823,SOCIAL,8.223
132017,SOCIAL,8.237
133019,SOCIAL,8.223
134021,SOCIAL,8.21
134223,SOCIAL,8.277
134324,SOCIAL,8.197
134425,SOCIAL,8.21
134627,SOCIAL,8.21
134728,SOCIAL,8.21
135528,SOCIAL,8.21
135730,SOCIAL,8.21
136732,SOCIAL,8.277
137229,SOCIAL,8.224
137633,SOCIAL,8.21
139233,SOCIAL,8.223
139839,SOCIAL,8.223
140117,SOCIAL,8.236
141119,SOCIAL,8.223
141826,SOCIAL,8.25
144125,SOCIAL,8.25
144731,SOCIAL,8.21
146129,SOCIAL,8.21
146432,SOCIAL,8.224
146533,SOCIAL,8.223
146937,SOCIAL,8.21
147030,SOCIAL,8.21
148133,SOCIAL,8.263
149236,SOCIAL,8.196
149842,SOCIAL,8.224
150625,SOCIAL,8.223
150928,SOCIAL,8.224
152831,SOCIAL,8.25
153227,SOCIAL,8.25
154229,SOCIAL,8.236
154532,SOCIAL,8.21
154734,SOCIAL,8.223
154835,SOCIAL,8.223
154936,SOCIAL,8.21
155635,SOCIAL,8.196
155938,SOCIAL,8.224
157942,SOCIAL,8.21
159138,SOCIAL,8.21
159340,SOCIAL,8.25
159441,SOCIAL,8.236
160830,SOCIAL,8.21
162733,SOCIAL,8.196
163331,SOCIAL,8.224
163836,SOCIAL,8.224
164030,SOCIAL,8.236
164939,SOCIAL,8.21
167238,SOCIAL,8.236
168240,SOCIAL,8.223
169949,SOCIAL,8.197
170631,SOCIAL,8.237
171633,SOCIAL,8.223
172938,SOCIAL,8.21
173435,SOCIAL,8.21
173536,SOCIAL,8.224
173738,SOCIAL,8.21
173839,SOCIAL,8.224
173940,SOCIAL,8.21
175035,SOCIAL,8.21
175237,SOCIAL,8.223
175338,SOCIAL,8.196
175742,SOCIAL,8.21
176037,SOCIAL,8.183
178950,SOCIAL,8.21
179346,SOCIAL,8.237
180129,SOCIAL,8.21
181131,SOCIAL,8.224
181232,SOCIAL,8.236
181636,SOCIAL,8.251
182436,SOCIAL,8.21
183034,SOCIAL,8.223
185442,SOCIAL,8.223
186141,SOCIAL,8.223
186444,SOCIAL,8.21
187345,SOCIAL,8.21
188448,SOCIAL,8.236
188549,SOCIAL,8.25
188751,SOCIAL,8.264
189450,SOCIAL,8.237
191033,SOCIAL,8.236
192035,SOCIAL,8.223
192136,SOCIAL,8.236
192843,SOCIAL,8.223
194645,SOCIAL,8.224
194746,SOCIAL,8.21
195445,SOCIAL,8.237
195849,SOCIAL,8.197
195950,SOCIAL,8.21
197348,SOCIAL,8.21
198249,SOCIAL,8.224
198855,SOCIAL,8.209
199453,SOCIAL,8.197
199958,SOCIAL,8.21
200008,SOCIAL,8.21
200311,SOCIAL,8.237
201515,SOCIAL,8.224
202719,SOCIAL,8.224
203418,SOCIAL,8.237
203923,SOCIAL,8.277
204319,SOCIAL,8.237
204521,SOCIAL,8.224
204622,SOCIAL,8.223
206222,SOCIAL,8.21
207123,SOCIAL,8.197
208125,SOCIAL,8.196
208327,SOCIAL,8.223
209228,SOCIAL,8.21
210415,SOCIAL,8.196
211215,SOCIAL,8.25
211316,SOCIAL,8.237
211922,SOCIAL,8.197
212015,SOCIAL,8.196
212419,SOCIAL,8.237
213421,SOCIAL,8.21
214524,SOCIAL,8.263
220721,SOCIAL,8.21
227432,SOCIAL,8.21
228434,SOCIAL,8.237
233326,SOCIAL,8.21
248339,SOCIAL,8.29
250932,SOCIAL,8.223
257542,SOCIAL,8.237
257845,SOCIAL,8.237
268850,SOCIAL,8.223
285446,SOCIAL,8.21
295146,SOCIAL,8.237
297655,SOCIAL,8.223
299154,SOCIAL,8.223
300618,SOCIAL,8.237
303119,SOCIAL,8.223
304727,SOCIAL,8.237
308331,SOCIAL,8.21
309636,SOCIAL,8.237
310621,SOCIAL,8.223
316633,SOCIAL,8.21
316835,SOCIAL,8.237
318637,SOCIAL,8.237
336841,SOCIAL,8.223
352132,SOCIAL,8.237
361941,SOCIAL,8.196
377451,SOCIAL,8.197
380036,SOCIAL,8.237
381038,SOCIAL,8.21
386250,SOCIAL,8.223
387959,SOCIAL,8.237
393247,SOCIAL,8.237
393550,SOCIAL,8.236
395251,SOCIAL,8.224
395756,SOCIAL,8.223
397154,SOCIAL,8.223
412528,SOCIAL,8.21
432332,SOCIAL,8.21
433839,SOCIAL,8.21
436845,SOCIAL,8.21
449753,SOCIAL,8.223
459453,SOCIAL,8.237
465852,SOCIAL,8.224
479762,SOCIAL,8.224
495255,SOCIAL,8.237
510326,SOCIAL,8.21
517239,SOCIAL,8.21
520228,SOCIAL,8.21
524135,SOCIAL,8.224
525541,SOCIAL,8.236
529549,SOCIAL,8.224
529953,SOCIAL,8.224
553344,SOCIAL,8.223
555348,SOCIAL,8.237
555651,SOCIAL,8.237
561444,SOCIAL,8.21
562345,SOCIAL,8.197
567052,SOCIAL,8.237
567961,SOCIAL,8.237
568963,SOCIAL,8.21
571144,SOCIAL,8.223
573249,SOCIAL,8.223
576255,SOCIAL,8.21
580044,SOCIAL,8.236
580751,SOCIAL,8.263
585256,SOCIAL,8.237
587664,SOCIAL,8.223
597869,SOCIAL,8.223
599065,SOCIAL,8.223
599671,SOCIAL,8.224
604537,SOCIAL,8.196
611938,SOCIAL,8.224
616645,SOCIAL,8.223
618952,SOCIAL,8.21
622236,SOCIAL,8.196
633847,SOCIAL,8.21
645450,SOCIAL,8.21
654350,SOCIAL,8.223
656253,SOCIAL,8.237
656657,SOCIAL,8.224
657659,SOCIAL,8.197
660951,SOCIAL,8.237
663755,SOCIAL,8.223
664757,SOCIAL,8.197
667056,SOCIAL,8.224
671855,SOCIAL,8.196
679568,SOCIAL,8.21
679770,SOCIAL,8.223
690152,SOCIAL,8.237
695768,SOCIAL,8.224
715950,SOCIAL,8.196
724446,SOCIAL,8.224
725751,SOCIAL,8.196
731140,SOCIAL,8.223
735148,SOCIAL,8.236
744553,SOCIAL,8.224
749058,SOCIAL,8.223
753150,SOCIAL,8.223
769064,SOCIAL,8.223
770352,SOCIAL,8.21
782561,SOCIAL,8.197
789373,SOCIAL,8.196
792867,SOCIAL,8.223
833249,SOCIAL,8.196
837560,SOCIAL,8.21
877269,SOCIAL,8.209
100206,WM,7.997
100610,WM,7.997
101006,WM,7.997
101309,WM,7.997
101915,WM,7.997
102311,WM,7.997
102513,WM,7.997
106016,WM,7.997
107321,WM,7.996
107422,WM,7.997
108121,WM,7.997
108222,WM,8.01
109830,WM,8.01
110007,WM,8.023
110613,WM,7.997
112112,WM,8.01
112314,WM,7.997
112920,WM,7.996
113922,WM,8.01
116524,WM,7.997
118124,WM,7.996
118528,WM,7.997
119126,WM,7.997
121416,WM,7.997
122822,WM,7.996
124826,WM,7.997
127630,WM,7.996
129129,WM,7.997
129634,WM,7.997
130316,WM,7.996
130417,WM,7.997
131217,WM,8.009
131823,WM,7.997
132017,WM,7.997
133019,WM,7.997
134021,WM,8.01
134223,WM,7.996
134324,WM,8.01
134425,WM,7.996
134627,WM,7.997
134728,WM,7.997
135528,WM,7.997
135730,WM,7.996
136732,WM,7.997
137229,WM,7.996
137633,WM,7.997
139233,WM,7.996
139839,WM,7.997
140117,WM,7.997
141119,WM,7.996
141826,WM,7.996
144125,WM,8.01
144731,WM,7.997
146129,WM,7.997
146432,WM,7.997
146533,WM,7.997
146937,WM,7.996
147030,WM,7.997
148133,WM,8.01
149236,WM,7.997
149842,WM,7.997
150625,WM,7.997
150928,WM,7.984
152831,WM,7.997
153227,WM,7.997
154229,WM,7.984
154532,WM,7.997
154734,WM,7.997
154835,WM,7.996
154936,WM,8.023
155635,WM,7.997
155938,WM,7.997
157942,WM,7.997
159138,WM,7.997
159340,WM,7.997
159441,WM,7.997
160830,WM,7.996
162733,WM,7.997
163331,WM,7.997
163836,WM,7.997
164030,WM,7.996
164939,WM,7.997
167238,WM,8.01
168240,WM,7.996
169949,WM,7.997
170631,WM,7.997
171633,WM,8.01
172938,WM,7.997
173435,WM,7.997
173536,WM,7.997
173738,WM,7.996
173839,WM,7.997
173940,WM,7.996
175035,WM,7.996
175237,WM,7.997
175338,WM,7.997
175742,WM,7.997
176037,WM,7.997
178950,WM,7.996
179346,WM,7.997
180129,WM,7.996
181131,WM,7.997
181232,WM,7.997
181636,WM,7.997
182436,WM,7.997
183034,WM,8.01
185442,WM,7.997
186141,WM,7.997
186444,WM,7.997
187345,WM,7.997
188448,WM,7.997
188549,WM,7.997
188751,WM,7.996
189450,WM,8.024
191033,WM,7.997
192035,WM,7.996
192136,WM,7.984
192843,WM,7.996
194645,WM,7.997
194746,WM,7.996
195445,WM,7.997
195849,WM,8.01
195950,WM,8.01
197348,WM,7.997
198249,WM,8.01
198855,WM,7.997
199453,WM,7.997
199958,WM,7.997
200008,WM,7.997
200311,WM,8.01
201515,WM,7.997
202719,WM,7.997
203418,WM,7.997
203923,WM,7.997
204319,WM,7.997
204521,WM,8.01
204622,WM,7.997
206222,WM,7.997
207123,WM,7.996
208125,WM,7.997
208327,WM,7.997
209228,WM,7.997
210415,WM,8.01
211215,WM,7.996
211316,WM,7.997
211922,WM,7.996
212015,WM,7.997
212419,WM,8.01
213421,WM,7.997
214524,WM,7.997
220721,WM,7.996
227432,WM,7.997
228434,WM,7.996
233326,WM,7.997
248339,WM,8.01
250932,WM,8.024
257542,WM,7.997
257845,WM,7.997
268850,WM,7.997
285446,WM,7.997
295146,WM,8.023
297655,WM,7.997
299154,WM,7.997
300618,WM,8.01
303119,WM,8.023
304727,WM,7.997
308331,WM,7.997
309636,WM,7.997
310621,WM,7.997
316633,WM,7.997
316835,WM,8.01
318637,WM,7.984
336841,WM,7.996
352132,WM,7.997
361941,WM,7.997
377451,WM,7.997
380036,WM,7.997
381038,WM,7.996
386250,WM,7.997
387959,WM,7.997
393247,WM,7.997
393550,WM,7.996
395251,WM,7.997
395756,WM,7.996
397154,WM,7.997
412528,WM,7.997
432332,WM,7.996
433839,WM,8.01
436845,WM,7.997
449753,WM,7.997
459453,WM,7.997
465852,WM,7.997
479762,WM,7.997
495255,WM,7.997
510326,WM,7.997
517239,WM,7.997
520228,WM,7.997
524135,WM,7.997
525541,WM,7.997
529549,WM,7.997
529953,WM,7.996
553344,WM,7.997
555348,WM,8.01
555651,WM,7.997
561444,WM,7.997
562345,WM,7.997
567052,WM,7.997
567961,WM,7.997
568963,WM,7.997
571144,WM,7.997
573249,WM,8.01
576255,WM,7.996
580044,WM,7.997
580751,WM,7.996
585256,WM,7.997
587664,WM,7.996
597869,WM,7.997
599065,WM,7.997
599671,WM,7.996
604537,WM,7.996
611938,WM,7.997
616645,WM,7.997
618952,WM,7.997
622236,WM,7.997
633847,WM,7.997
645450,WM,7.997
654350,WM,7.997
656253,WM,7.997
656657,WM,7.996
657659,WM,7.997
660951,WM,8.023
663755,WM,7.997
664757,WM,7.997
667056,WM,7.996
671855,WM,7.997
679568,WM,8.024
679770,WM,7.997
690152,WM,7.997
695768,WM,7.996
715950,WM,7.996
724446,WM,7.997
725751,WM,8.024
731140,WM,7.997
735148,WM,7.997
744553,WM,8.011
749058,WM,7.997
753150,WM,7.996
769064,WM,7.997
770352,WM,7.997
782561,WM,7.997
789373,WM,7.996
792867,WM,7.997
833249,WM,7.997
837560,WM,8.01
877269,WM,7.997
